ID	Region	Filter_Code	Filter_Size	Depth	Station	Size_Categorie	Filter_ID	Mean_coverage
REFM_CHLORO_00001	Arctic	AACC	0-0.2	DCM	158	Size_01	158DCM0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	DCM	158	Size_01	158DCM0CCKK11	0
REFM_CHLORO_00001	Arctic	AACC	0-0.2	MES	158	Size_01	158MES0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	MES	158	Size_01	158MES0CCKK11	0
REFM_CHLORO_00001	Arctic	AACC	0-0.2	SUR	158	Size_01	158SUR0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	SUR	158	Size_01	158SUR0CCKK11	0.765093136
REFM_CHLORO_00001	Arctic	AACC	0-0.2	MES	163	Size_01	163MES0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	MES	163	Size_01	163MES0CCKK11	0.488028176
REFM_CHLORO_00001	Arctic	AACC	0-0.2	SUR	163	Size_01	163SUR0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	SUR	163	Size_01	163SUR0CCKK11	0.517518689
REFM_CHLORO_00001	Arctic	AACC	0-0.2	DCM	168	Size_01	168DCM0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	DCM	168	Size_01	168DCM0CCKK11	8.233505753
REFM_CHLORO_00001	Arctic	AACC	0-0.2	IZZ	168	Size_01	168IZZ0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	IZZ	168	Size_01	168IZZ0CCKK11	1.172375076
REFM_CHLORO_00001	Arctic	AACC	0-0.2	SUR	168	Size_01	168SUR0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	SUR	168	Size_01	168SUR0CCKK11	0
REFM_CHLORO_00001	Arctic	AACC	0-0.2	DCM	173	Size_01	173DCM0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	DCM	173	Size_01	173DCM0CCKK11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	IZZ	173	Size_01	173IZZ0CCKK11	0
REFM_CHLORO_00001	Arctic	AACC	0-0.2	SUR	173	Size_01	173SUR0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	SUR	173	Size_01	173SUR0CCKK11	0
REFM_CHLORO_00001	Arctic	AACC	0-0.2	IZZ	175	Size_01	175IZZ0AACC11	0
REFM_CHLORO_00001	Arctic	AACC	0-0.2	SUR	175	Size_01	175SUR0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	SUR	175	Size_01	175SUR0CCKK11	0.381572508
REFM_CHLORO_00001	Arctic	AACC	0-0.2	ZZZ	175	Size_01	175ZZZ0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	ZZZ	175	Size_01	175ZZZ0CCKK11	0
REFM_CHLORO_00001	Arctic	AACC	0-0.2	SUR	178	Size_01	178SUR0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	SUR	178	Size_01	178SUR0CCKK11	0.762204543
REFM_CHLORO_00001	Arctic	AACC	0-0.2	SUR	180	Size_01	180SUR0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	SUR	180	Size_01	180SUR0CCKK11	0
REFM_CHLORO_00001	Arctic	AACC	0-0.2	ZZZ	180	Size_01	180ZZZ0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	ZZZ	180	Size_01	180ZZZ0CCKK11	0
REFM_CHLORO_00001	Arctic	AACC	0-0.2	DCM	188	Size_01	188DCM0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	DCM	188	Size_01	188DCM0CCKK11	0
REFM_CHLORO_00001	Arctic	AACC	0-0.2	SUR	188	Size_01	188SUR0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	SUR	188	Size_01	188SUR0CCKK11	0
REFM_CHLORO_00001	Arctic	AACC	0-0.2	DCM	189	Size_01	189DCM0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	DCM	189	Size_01	189DCM0CCKK11	3.515474602
REFM_CHLORO_00001	Arctic	AACC	0-0.2	MES	189	Size_01	189MES0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	MES	189	Size_01	189MES0CCKK11	0
REFM_CHLORO_00001	Arctic	AACC	0-0.2	SUR	189	Size_01	189SUR0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	SUR	189	Size_01	189SUR0CCKK11	3.435102636
REFM_CHLORO_00001	Arctic	AACC	0-0.2	SUR	191	Size_01	191SUR0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	SUR	191	Size_01	191SUR0CCKK11	0
REFM_CHLORO_00001	Arctic	AACC	0-0.2	SUR	193	Size_01	193SUR0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	SUR	193	Size_01	193SUR0CCKK11	28.62030844
REFM_CHLORO_00001	Arctic	AACC	0-0.2	SUR	193	Size_01	193SUR1AACC11	0
REFM_CHLORO_00001	Arctic	AACC	0-0.2	DCM	194	Size_01	194DCM0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	DCM	194	Size_01	194DCM0CCKK11	6.95911826
REFM_CHLORO_00001	Arctic	AACC	0-0.2	SUR	194	Size_01	194SUR0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	SUR	194	Size_01	194SUR0CCKK11	70.55268082
REFM_CHLORO_00001	Arctic	AACC	0-0.2	SUR	196	Size_01	196SUR0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	SUR	196	Size_01	196SUR0CCKK11	2.864216961
REFM_CHLORO_00001	Arctic	AACC	0-0.2	DCM	201	Size_01	201DCM0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	DCM	201	Size_01	201DCM0CCKK11	1.121522413
REFM_CHLORO_00001	Arctic	AACC	0-0.2	DCM	201	Size_01	201DCM1AACC11	0
REFM_CHLORO_00001	Arctic	AACC	0-0.2	MES	201	Size_01	201MES0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	MES	201	Size_01	201MES0CCKK11	0.547028396
REFM_CHLORO_00001	Arctic	AACC	0-0.2	SUR	201	Size_01	201SUR0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	SUR	201	Size_01	201SUR0CCKK11	21.96541366
REFM_CHLORO_00001	Arctic	AACC	0-0.2	SUR	201	Size_01	201SUR1AACC11	0
REFM_CHLORO_00001	Arctic	AACC	0-0.2	MES	205	Size_01	205MES0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	MES	205	Size_01	205MES0CCKK11	0
REFM_CHLORO_00001	Arctic	AACC	0-0.2	SUR	205	Size_01	205SUR0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	SUR	205	Size_01	205SUR0CCKK11	1.049653081
REFM_CHLORO_00001	Arctic	AACC	0-0.2	MES	206	Size_01	206MES0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	MES	206	Size_01	206MES0CCKK11	0
REFM_CHLORO_00001	Arctic	AACC	0-0.2	SUR	206	Size_01	206SUR0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	SUR	206	Size_01	206SUR0CCKK11	2.159352418
REFM_CHLORO_00001	Arctic	AACC	0-0.2	SUR	206	Size_01	206SUR1AACC11	0
REFM_CHLORO_00001	Arctic	AACC	0-0.2	SUR	208	Size_01	208SUR0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	SUR	208	Size_01	208SUR0CCKK11	0.404134238
REFM_CHLORO_00001	Arctic	AACC	0-0.2	MES	209	Size_01	209MES0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	MES	209	Size_01	209MES0CCKK11	0
REFM_CHLORO_00001	Arctic	AACC	0-0.2	SUR	209	Size_01	209SUR0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	SUR	209	Size_01	209SUR0CCKK11	1.858007927
REFM_CHLORO_00001	Arctic	AACC	0-0.2	SUR	209	Size_01	209SUR1AACC11	0
REFM_CHLORO_00001	Arctic	AACC	0-0.2	MES	210	Size_01	210MES0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	MES	210	Size_01	210MES0CCKK11	0
REFM_CHLORO_00001	Arctic	AACC	0-0.2	MES	210	Size_01	210MES1AACC11	0
REFM_CHLORO_00001	Arctic	AACC	0-0.2	SUR	210	Size_01	210SUR0AACC11	0
REFM_CHLORO_00001	Arctic	CCKK	0.22-3	SUR	210	Size_01	210SUR0CCKK11	0.324520407
REFM_CHLORO_00001	Arctic	AACC	0-0.2	SUR	210	Size_01	210SUR1AACC11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	SUR	141	Size_01	141SUR0CCKK11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	SUR	141	Size_01	141SUR1GGMM11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	DCM	142	Size_01	142DCM0CCKK11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	DCM	142	Size_01	142DCM1GGMM11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	MES	142	Size_01	142MES0CCKK11	0
REFM_CHLORO_00001	Atlantic	GGKK	0.8-3	MES	142	Size_01	142MES1GGKK11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	SUR	142	Size_01	142SUR0CCKK11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	SUR	142	Size_01	142SUR1GGMM11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	DCM	143	Size_01	143DCM1GGMM11	0
REFM_CHLORO_00001	Atlantic	GGKK	0.8-3	MES	143	Size_01	143MES01GGKK11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	SUR	143	Size_01	143SUR1GGMM11	0
REFM_CHLORO_00001	Atlantic	GGKK	0.8-3	MES	144	Size_01	144MES1GGKK11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	MES	145	Size_01	145MES0CCKK11	0
REFM_CHLORO_00001	Atlantic	GGKK	0.8-3	MES	145	Size_01	145MES1GGKK11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	SUR	145	Size_01	145SUR0CCKK11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	SUR	145	Size_01	145SUR1GGMM11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	MES	146	Size_01	146MES0CCKK11	0
REFM_CHLORO_00001	Atlantic	GGKK	0.8-3	MES	146	Size_01	146MES1GGKK11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	SUR	146	Size_01	146SUR0CCKK11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	SUR	146	Size_01	146SUR1GGMM11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	SUR	147	Size_01	147SUR1GGMM11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	MES	148	Size_01	148MES0CCKK11	0
REFM_CHLORO_00001	Atlantic	GGKK	0.8-3	MES	148	Size_01	148MES1GGKK11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	SUR	148	Size_01	148SUR0CCKK11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	SUR	148	Size_01	148SUR1GGMM11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	MES	149	Size_01	149MES0CCKK11	0
REFM_CHLORO_00001	Atlantic	GGKK	0.8-3	MES	149	Size_01	149MES1GGKK11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	SUR	149	Size_01	149SUR0CCKK11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	SUR	149	Size_01	149SUR1GGMM11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	DCM	150	Size_01	150DCM0CCKK11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	DCM	150	Size_01	150DCM1GGMM11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	SUR	150	Size_01	150SUR0CCKK11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	SUR	150	Size_01	150SUR1GGMM11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	DCM	151	Size_01	151DCM0CCKK11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	DCM	151	Size_01	151DCM1GGMM11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	SUR	151	Size_01	151SUR0CCKK11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	SUR	151	Size_01	151SUR1GGMM11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	MES	152	Size_01	152MES0CCKK11	0
REFM_CHLORO_00001	Atlantic	GGKK	0.8-3	MES	152	Size_01	152MES1GGKK11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	MXL	152	Size_01	152MXL1GGMM11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	SUR	152	Size_01	152SUR0CCKK11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	SUR	152	Size_01	152SUR1GGMM11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	ZZZ	152	Size_01	152ZZZ00CCKK11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	MXL	153	Size_01	153MXL01GGMM11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	MXL	153	Size_01	153MXL1GGMM11	0
REFM_CHLORO_00001	Atlantic	AACC	0-0.2	DCM	155	Size_01	155DCM0AACC11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	DCM	155	Size_01	155DCM0CCKK11	3.264694874
REFM_CHLORO_00001	Atlantic	AACC	0-0.2	MES	155	Size_01	155MES0AACC11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	MES	155	Size_01	155MES0CCKK11	0
REFM_CHLORO_00001	Atlantic	AACC	0-0.2	SUR	155	Size_01	155SUR0AACC11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	SUR	155	Size_01	155SUR0CCKK11	7.276671497
REFM_CHLORO_00001	Atlantic	CCII	0.2-1.6	DCM	4	Size_01	4DCM0CCII11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	DCM	4	Size_01	4DCM1GGMM11	0
REFM_CHLORO_00001	Atlantic	CCII	0.2-1.6	SUR	4	Size_01	4SUR1CCII11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	SUR	4	Size_01	4SUR1GGMM11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	DCM	5	Size_01	5DCM1GGMM11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	SUR	5	Size_01	5SUR1GGMM11	0
REFM_CHLORO_00001	Atlantic	AACC	0-0.2	DCM	66	Size_01	66DCM0AACC11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	DCM	66	Size_01	66DCM0CCKK11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	DCM	66	Size_01	66DCM1GGMM11	0
REFM_CHLORO_00001	Atlantic	AACC	0-0.2	SUR	66	Size_01	66SUR0AACC11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	SUR	66	Size_01	66SUR0CCKK11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	SUR	66	Size_01	66SUR1GGMM11	0
REFM_CHLORO_00001	Atlantic	AACC	0-0.2	SUR	67	Size_01	67SUR0AACC11	0
REFM_CHLORO_00001	Atlantic	CCEE	0.2-0.45	SUR	67	Size_01	67SUR0CCEE11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	SUR	67	Size_01	67SUR0CCKK11	1.459343781
REFM_CHLORO_00001	Atlantic	EEGG	0.45-0.8	SUR	67	Size_01	67SUR0EEGG11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	SUR	67	Size_01	67SUR1GGMM11	1.76195503
REFM_CHLORO_00001	Atlantic	AACC	0-0.2	DCM	68	Size_01	68DCM0AACC11	0
REFM_CHLORO_00001	Atlantic	CCEE	0.2-0.45	DCM	68	Size_01	68DCM0CCEE11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	DCM	68	Size_01	68DCM0CCKK11	0
REFM_CHLORO_00001	Atlantic	EEGG	0.45-0.8	DCM	68	Size_01	68DCM0EEGG11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	DCM	68	Size_01	68DCM1GGMM11	0
REFM_CHLORO_00001	Atlantic	AACC	0-0.2	MES	68	Size_01	68MES0AACC11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	MES	68	Size_01	68MES0CCKK11	0
REFM_CHLORO_00001	Atlantic	EEGG	0.45-0.8	MES	68	Size_01	68MES0EEGG11	0
REFM_CHLORO_00001	Atlantic	GGKK	0.8-3	MES	68	Size_01	68MES1GGKK11	0
REFM_CHLORO_00001	Atlantic	AACC	0-0.2	SUR	68	Size_01	68SUR0AACC11	0
REFM_CHLORO_00001	Atlantic	CCEE	0.2-0.45	SUR	68	Size_01	68SUR0CCEE11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	SUR	68	Size_01	68SUR0CCKK11	0
REFM_CHLORO_00001	Atlantic	EEGG	0.45-0.8	SUR	68	Size_01	68SUR0EEGG11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	SUR	68	Size_01	68SUR1GGMM11	0
REFM_CHLORO_00001	Atlantic	AACC	0-0.2	MES	70	Size_01	70MES0AACC11	0
REFM_CHLORO_00001	Atlantic	CCEE	0.2-0.45	MES	70	Size_01	70MES0CCEE11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	MES	70	Size_01	70MES0CCKK11	0
REFM_CHLORO_00001	Atlantic	EEGG	0.45-0.8	MES	70	Size_01	70MES0EEGG11	0
REFM_CHLORO_00001	Atlantic	AACC	0-0.2	SUR	70	Size_01	70SUR0AACC11	0
REFM_CHLORO_00001	Atlantic	CCEE	0.2-0.45	SUR	70	Size_01	70SUR0CCEE11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	SUR	70	Size_01	70SUR0CCKK11	0
REFM_CHLORO_00001	Atlantic	EEGG	0.45-0.8	SUR	70	Size_01	70SUR0EEGG11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	SUR	70	Size_01	70SUR1GGMM11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	SUR	71	Size_01	71SUR1GGMM11	0
REFM_CHLORO_00001	Atlantic	AACC	0-0.2	DCM	72	Size_01	72DCM0AACC11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	DCM	72	Size_01	72DCM0CCKK11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	DCM	72	Size_01	72DCM0GGMM11	0
REFM_CHLORO_00001	Atlantic	AACC	0-0.2	MES	72	Size_01	72MES0AACC11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	MES	72	Size_01	72MES0CCKK11	0
REFM_CHLORO_00001	Atlantic	AACC	0-0.2	SUR	72	Size_01	72SUR0AACC11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	SUR	72	Size_01	72SUR0CCKK11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	SUR	72	Size_01	72SUR0GGMM11	0
REFM_CHLORO_00001	Atlantic	AACC	0-0.2	DCM	76	Size_01	76DCM0AACC11	0
REFM_CHLORO_00001	Atlantic	CCEE	0.2-0.45	DCM	76	Size_01	76DCM0CCEE11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	DCM	76	Size_01	76DCM0CCKK11	0
REFM_CHLORO_00001	Atlantic	EEGG	0.45-0.8	DCM	76	Size_01	76DCM0EEGG11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	DCM	76	Size_01	76DCM1GGMM11	0
REFM_CHLORO_00001	Atlantic	AACC	0-0.2	MES	76	Size_01	76MES0AACC11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	MES	76	Size_01	76MES0CCKK11	0
REFM_CHLORO_00001	Atlantic	EEGG	0.45-0.8	MES	76	Size_01	76MES0EEGG11	0
REFM_CHLORO_00001	Atlantic	AACC	0-0.2	SUR	76	Size_01	76SUR0AACC11	0
REFM_CHLORO_00001	Atlantic	CCEE	0.2-0.45	SUR	76	Size_01	76SUR0CCEE11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	SUR	76	Size_01	76SUR0CCKK11	0
REFM_CHLORO_00001	Atlantic	EEGG	0.45-0.8	SUR	76	Size_01	76SUR0EEGG11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	SUR	76	Size_01	76SUR1GGMM11	0
REFM_CHLORO_00001	Atlantic	AACC	0-0.2	DCM	78	Size_01	78DCM0AACC11	0
REFM_CHLORO_00001	Atlantic	CCEE	0.2-0.45	DCM	78	Size_01	78DCM0CCEE11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	DCM	78	Size_01	78DCM0CCKK11	0
REFM_CHLORO_00001	Atlantic	EEGG	0.45-0.8	DCM	78	Size_01	78DCM0EEGG11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	DCM	78	Size_01	78DCM1GGMM11	0
REFM_CHLORO_00001	Atlantic	AACC	0-0.2	MES	78	Size_01	78MES0AACC11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	MES	78	Size_01	78MES0CCKK11	0
REFM_CHLORO_00001	Atlantic	EEGG	0.45-0.8	MES	78	Size_01	78MES0EEGG11	0
REFM_CHLORO_00001	Atlantic	GGKK	0.8-3	MES	78	Size_01	78MES1GGKK11	0
REFM_CHLORO_00001	Atlantic	AACC	0-0.2	SUR	78	Size_01	78SUR0AACC11	0
REFM_CHLORO_00001	Atlantic	CCEE	0.2-0.45	SUR	78	Size_01	78SUR0CCEE11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	SUR	78	Size_01	78SUR0CCKK11	0
REFM_CHLORO_00001	Atlantic	EEGG	0.45-0.8	SUR	78	Size_01	78SUR0EEGG11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	SUR	78	Size_01	78SUR1GGMM11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	DCM	80	Size_01	80DCM1GGMM11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	SUR	80	Size_01	80SUR1GGMM11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	DCM	81	Size_01	81DCM1GGMM11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	SUR	81	Size_01	81SUR1GGMM11	0.504611192
REFM_CHLORO_00001	Atlantic	AACC	0-0.2	DCM	82	Size_01	82DCM0AACC11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	DCM	82	Size_01	82DCM0CCKK11	1.730535589
REFM_CHLORO_00001	Atlantic	AACC	0-0.2	SUR	82	Size_01	82SUR0AACC11	0
REFM_CHLORO_00001	Atlantic	CCKK	0.22-3	SUR	82	Size_01	82SUR0CCKK11	3.127107665
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	SUR	82	Size_01	82SUR0GGMM11	5.828747733
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	SUR	83	Size_01	83SUR1GGMM11	0
REFM_CHLORO_00001	Atlantic	GGMM	0.8-5	SUR	89	Size_01	89SUR1GGMM11	4.438432675
REFM_CHLORO_00001	Indian	AACC	0-0.2	DCM	36	Size_01	36DCM0AACC11	0
REFM_CHLORO_00001	Indian	CCII	0.2-1.6	DCM	36	Size_01	36DCM0CCII11	0
REFM_CHLORO_00001	Indian	GGMM	0.8-5	DCM	36	Size_01	36DCM1GGMM11	0
REFM_CHLORO_00001	Indian	AACC	0-0.2	SUR	36	Size_01	36SUR0AACC11	0
REFM_CHLORO_00001	Indian	BBCC	0.1-0.2	SUR	36	Size_01	36SUR0BBCC11	0
REFM_CHLORO_00001	Indian	CCII	0.2-1.6	SUR	36	Size_01	36SUR0CCII11	0
REFM_CHLORO_00001	Indian	GGMM	0.8-5	SUR	36	Size_01	36SUR1GGMM11	0
REFM_CHLORO_00001	Indian	AACC	0-0.2	MES	37	Size_01	37MES00AACC11	0
REFM_CHLORO_00001	Indian	BBCC	0.1-0.2	MES	37	Size_01	37MES00BBCC11	0
REFM_CHLORO_00001	Indian	CCII	0.2-1.6	MES	37	Size_01	37MES00CCII11	0
REFM_CHLORO_00001	Indian	AACC	0-0.2	DCM	38	Size_01	38DCM0AACC11	0
REFM_CHLORO_00001	Indian	CCII	0.2-1.6	DCM	38	Size_01	38DCM0CCII11	0
REFM_CHLORO_00001	Indian	GGMM	0.8-5	DCM	38	Size_01	38DCM0GGMM11	0
REFM_CHLORO_00001	Indian	AACC	0-0.2	MES	38	Size_01	38MES00AACC11	0
REFM_CHLORO_00001	Indian	BBCC	0.1-0.2	MES	38	Size_01	38MES00BBCC11	0
REFM_CHLORO_00001	Indian	GGMM	0.8-5	MES	38	Size_01	38MES00GGMM11	0
REFM_CHLORO_00001	Indian	CCII	0.2-1.6	MES	38	Size_01	38MES01CCII11	0
REFM_CHLORO_00001	Indian	CCII	0.2-1.6	OMZ	38	Size_01	38OMZ1CCII11	0
REFM_CHLORO_00001	Indian	AACC	0-0.2	SUR	38	Size_01	38SUR0AACC11	0
REFM_CHLORO_00001	Indian	BBCC	0.1-0.2	SUR	38	Size_01	38SUR0BBCC11	0
REFM_CHLORO_00001	Indian	CCII	0.2-1.6	SUR	38	Size_01	38SUR0CCII11	0
REFM_CHLORO_00001	Indian	GGMM	0.8-5	SUR	38	Size_01	38SUR0GGMM11	0
REFM_CHLORO_00001	Indian	AACC	0-0.2	DCM	39	Size_01	39DCM0AACC11	0
REFM_CHLORO_00001	Indian	GGMM	0.8-5	DCM	39	Size_01	39DCM1GGMM11	0
REFM_CHLORO_00001	Indian	AACC	0-0.2	MES	39	Size_01	39MES00AACC11	0
REFM_CHLORO_00001	Indian	BBCC	0.1-0.2	MES	39	Size_01	39MES00BBCC11	0
REFM_CHLORO_00001	Indian	CCII	0.2-1.6	MES	39	Size_01	39MES01CCII11	0
REFM_CHLORO_00001	Indian	GGMM	0.8-5	MES	39	Size_01	39MES01GGMM11	0
REFM_CHLORO_00001	Indian	GGMM	0.8-5	OTH	39	Size_01	39OTH01GGMM11	0
REFM_CHLORO_00001	Indian	AACC	0-0.2	SUR	39	Size_01	39SUR0AACC11	0
REFM_CHLORO_00001	Indian	BBCC	0.1-0.2	SUR	39	Size_01	39SUR0BBCC11	0
REFM_CHLORO_00001	Indian	GGMM	0.8-5	SUR	39	Size_01	39SUR1GGMM11	0
REFM_CHLORO_00001	Indian	AACC	0-0.2	DCM	41	Size_01	41DCM0AACC11	0
REFM_CHLORO_00001	Indian	CCII	0.2-1.6	DCM	41	Size_01	41DCM0CCII11	0
REFM_CHLORO_00001	Indian	GGMM	0.8-5	DCM	41	Size_01	41DCM1GGMM11	0
REFM_CHLORO_00001	Indian	AACC	0-0.2	SUR	41	Size_01	41SUR0AACC11	0
REFM_CHLORO_00001	Indian	BBCC	0.1-0.2	SUR	41	Size_01	41SUR0BBCC11	0
REFM_CHLORO_00001	Indian	CCII	0.2-1.6	SUR	41	Size_01	41SUR0CCII11	0
REFM_CHLORO_00001	Indian	GGMM	0.8-5	SUR	41	Size_01	41SUR1GGMM11	0
REFM_CHLORO_00001	Indian	AACC	0-0.2	DCM	42	Size_01	42DCM0AACC11	0
REFM_CHLORO_00001	Indian	CCII	0.2-1.6	DCM	42	Size_01	42DCM0CCII11	0
