Taxa	atpA atpB atpD atpE atpF atpG atpH atpI cbbX ccs1 ccsA chlI clpC dnaK groEL petA petB petD petG petL petM petN psaA psaB psaC psaD psaF psaI psaJ psaL psaM psbA psbB psbC psbD psbE psbF psbI psbJ psbK psbL psbN psbT psbV psbX psbY rbcS rpl11 rpl12 rpl14 rpl16 rpl19 rpl1 rpl20 rpl21 rpl23 rpl27 rpl2 rpl31 rpl33 rpl34 rpl3 rpl4 rpl5 rpl6 rpoA rpoB rpoC1 rpoC2 rps10 rps11 rps12 rps13 rps14 rps16 rps17 rps18 rps19 rps20 rps2 rps3 rps4 rps5 rps7 rps8 rps9 secA secY sufB tatC tufA ycf3 ycf4
mag=CHL-AON-Bin-184-51-c-taxonomy=Red-Cryptophyceae	1	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
mag=CHL-AON-Bin-184-52-c-taxonomy=Red-Haptophyta	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	1	0	1	0	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	1
mag=CHL-AON-Bin-184-53-c-taxonomy=Red-Haptophyta	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1
mag=CHL-AON-Bin-184-54-c-taxonomy=Red-Haptophyta	0	1	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0
mag=CHL-AON-Bin-184-57-c-taxonomy=Red-Haptophyta	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1
mag=CHL-AON-Bin-184-58-c-taxonomy=Red-Haptophyta	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mag=CHL-AON-Bin-184-59-c-taxonomy=Red-Haptophyta	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mag=CHL-AON-Bin-184-60-c-taxonomy=Green-Dinophyceae	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mag=CHL-AON-Bin-184-61-c-taxonomy=Red-Cryptophyceae	1	1	0	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
mag=CHL-AON-Bin-184-62-c-taxonomy=Red-Haptophyta	1	0	1	0	0	0	0	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mag=CHL-AON-Bin-184-63-c-taxonomy=Red-Haptophyta	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	0	1	0	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	1	1	1	0	0	1	1
mag=CHL-AON-Bin-184-65-c-taxonomy=Red-Haptophyta	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mag=CHL-AON-Bin-184-66-c-taxonomy=Red-Haptophyta	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mag=CHL-AON-Bin-184-68-c-taxonomy=Red-Haptophyta	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	1	1	1	0	0	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1
mag=CHL-AON-Bin-184-6-c-taxonomy=Red-Haptophyta	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0
mag=CHL-AON-Bin-184-70-c-taxonomy=Red-Haptophyta	0	1	0	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mag=CHL-AON-Bin-184-71-c-taxonomy=Red-Haptophyta	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1
mag=CHL-AON-Bin-184-73-c-taxonomy=Red-Haptophyta	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1
mag=CHL-AON-Bin-184-75-c-taxonomy=Red-Haptophyta	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	0	0	1	0	1	1	0	1	0	1	1	1
mag=CHL-AON-Bin-184-76-c-taxonomy=Red-Haptophyta	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	1	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	1	0	1	1	0	1	0	1	1	0	0	0	0	1
mag=CHL-AON-Bin-184-77-c-taxonomy=Red-Haptophyta	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mag=CHL-AON-Bin-184-78-c-taxonomy=Red-Haptophyta	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mag=CHL-AON-Bin-184-79-c-taxonomy=Red-Ochrophyta	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	0	0	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mag=CHL-AON-Bin-184-81-c-taxonomy=Red-Haptophyta	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mag=CHL-AON-Bin-184-82-c-taxonomy=Red-Haptophyta	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mag=CHL-AON-Bin-184-83-c-taxonomy=Red-Haptophyta	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mag=CHL-AON-Bin-184-85-c-taxonomy=Red-Haptophyta	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mag=CHL-AON-Bin-184-87-c-taxonomy=Red-Haptophyta	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mag=CHL-AON-Bin-184-88-c-taxonomy=Red-Haptophyta	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mag=CHL-AON-Bin-184-89-c-taxonomy=Red-Cryptophyceae	1	1	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mag=CHL-AON-Bin-184-90-c-taxonomy=Red-Haptophyta	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mag=CHL-AON-Bin-184-91-c-taxonomy=Red-Haptophyta	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
