TREE_NAMES	Clade	MAG	Total_abundance
taxo_Stramenopiles-Ochrophytes-Synurophyceae-Synura-uvella-accession_NC-040134	Ochrophytes	ref	0
taxo_Stramenopiles-Ochrophytes-Xanthophyceae-Vaucheria-litorea-accession_NC-011600	Ochrophytes	ref	0
taxo_Viridiplantae-Chlorophytes-Chlorodendrophyceae-Scherffelia-dubia-accession_NC-029807	Chlorophytes	ref	0
taxo_Viridiplantae-Chlorophytes-Chlorophyceae-Ankyra-judayi-accession_NC-029735	Chlorophytes	ref	0
taxo_Viridiplantae-Chlorophytes-Chlorophyceae-Bracteacoccus-minor-accession_NC-029674	Chlorophytes	ref	0
taxo_Viridiplantae-Chlorophytes-Chlorophyceae-Carteria-cerasiformis-accession_NC-028585	Chlorophytes	ref	0
taxo_Viridiplantae-Chlorophytes-Chlorophyceae-Chlamydomonas-reinhardtii-accession_NC-005353	Chlorophytes	ref	0
taxo_Viridiplantae-Chlorophytes-Chlorophyceae-Neocystis-brevis-accession_NC-025535	Chlorophytes	ref	0
taxo_Viridiplantae-Chlorophytes-Chlorophyceae-Oedogonium-cardiacum-accession_NC-011031	Chlorophytes	ref	0
taxo_Viridiplantae-Chlorophytes-Chlorophyceae-Parallela-transversalis-accession_NC-042241	Chlorophytes	ref	0
taxo_Viridiplantae-Chlorophytes-Chlorophyceae-Schizomeris-leibleinii-accession_NC-015645	Chlorophytes	ref	0
taxo_Viridiplantae-Chlorophytes-Chlorophyceae-Tetradesmus-obliquus-accession_NC-008101	Chlorophytes	ref	0
taxo_Viridiplantae-Chlorophytes-Chlorophyceae-Treubaria-triappendiculata-accession_NC-028578	Chlorophytes	ref	0
taxo_Viridiplantae-Chlorophytes-Chloropicophyceae-Chloroparvula-japonica-accession_NC-042487	Chlorophytes	ref	20.61536303
taxo_Viridiplantae-Chlorophytes-Chloropicophyceae-Chloropicon-laureae-accession_NC-042484	Chlorophytes	ref	251.2906395
taxo_Viridiplantae-Chlorophytes-Chloropicophyceae-Chloropicon-sp-RCC4434-accession_MK085997	Chlorophytes	ref	671.3085591
taxo_Viridiplantae-Chlorophytes-Mamiellophyceae-Micromonas-commoda-accession_NC-012575	Chlorophytes	ref	8668.650617
taxo_Viridiplantae-Chlorophytes-Mamiellophyceae-Microrhizoidea-pickettheapsiorum-accession_NC-044704	Chlorophytes	ref	0
taxo_Viridiplantae-Chlorophytes-Nephroselmidophyceae-Nephroselmis-pyriformis-accession_NC-059722	Chlorophytes	ref	0
taxo_Viridiplantae-Chlorophytes-Pedinophyceae-Pedinomonas-minor-accession_NC-016733	Chlorophytes	ref	0
taxo_Viridiplantae-Chlorophytes-Pycnococcaceae-Pseudoscourfieldia-marina-accession_NC-012097	Chlorophytes	ref	483.9594943
taxo_Viridiplantae-Chlorophytes-Pyramimonadophyceae-Cymbomonas-tetramitiformis-accession_NC-030169	Chlorophytes	ref	2.641167006
taxo_Viridiplantae-Chlorophytes-Trebouxiophyceae-Chlorella-sorokiniana-accession_NC-023835	Chlorophytes	ref	0
taxo_Viridiplantae-Chlorophytes-Trebouxiophyceae-Chlorella-variabilis-accession_NC-015359	Chlorophytes	ref	0
taxo_Viridiplantae-Chlorophytes-Trebouxiophyceae-Coccomyxa-subellipsoidea-C-169-accession_NC-015084	Chlorophytes	ref	0
taxo_Viridiplantae-Chlorophytes-Trebouxiophyceae-Lobosphaera-incisa-accession_NC-025533	Chlorophytes	ref	0
taxo_Viridiplantae-Chlorophytes-Trebouxiophyceae-Marvania-geminata-accession_NC-025549	Chlorophytes	ref	0
taxo_Viridiplantae-Chlorophytes-Ulvophyceae-Caulerpa-racemosa-accession_NC-032042	Chlorophytes	ref	1.339034228
taxo_Viridiplantae-Chlorophytes-Ulvophyceae-Neodangemannia-microcystis-accession_NC-034713	Chlorophytes	ref	0
taxo_Viridiplantae-Chlorophytes-Ulvophyceae-Ostreobium-quekettii-accession_NC-030629	Chlorophytes	ref	0
taxo_Viridiplantae-Chlorophytes-Ulvophyceae-Trentepohlia-odorata-accession_NC-043776	Chlorophytes	ref	0
taxo_Viridiplantae-Chlorophytes-Ulvophyceae-Trentepohlia-sp-BN17-accession_NC-060532	Chlorophytes	ref	0
taxo_Viridiplantae-Chlorophytes-Ulvophyceae-Ulva-sp-UNA00071828-accession_KP720616	Chlorophytes	ref	2.047508076
taxo_Viridiplantae-Prasinodermophytes-Palmophyllophyceae-Prasinococcus-capsulatus-accession_KJ746597	Chlorophytes	ref	0
taxo_Viridiplantae-Prasinodermophytes-Prasinoderma-coloniale-accession_NC-024817	Prasinodermophytes	ref	252.1239614
taxo_Viridiplantae-Streptophytes-Charophyceae-Chara-vulgaris-accession_NC-008097	Streptophytes	ref	0
taxo_Viridiplantae-Streptophytes-Embryophyta-Arabidopsis-thaliana-accession_NC-000932	Streptophytes	ref	6.604823988
taxo_Viridiplantae-Streptophytes-Embryophyta-Marchantia-paleacea-accession_NC-001319	Streptophytes	ref	0
taxo_Viridiplantae-Streptophytes-Embryophyta-Oryza-sativa-accession_NC-031333	Streptophytes	ref	2.813824331
taxo_Viridiplantae-Streptophytes-Embryophyta-Pinus-pinaster-accession_FJ899583	Streptophytes	ref	45.42011095
taxo_Viridiplantae-Streptophytes-Klebsormidiophyceae-Klebsormidium-flaccidum-accession_NC-024167	Streptophytes	ref	0
taxo_Viridiplantae-Streptophytes-Mesostigmatophyceae-Mesostigma-viride-accession_NC-002186	Streptophytes	ref	0
taxo_Viridiplantae-Streptophytes-Zygnemophyceae-Zygnema-circumcarinatum-accession_NC-008117	Streptophytes	ref	0
