TREE_NAMES	Clade	MAG	Total_abundance
TARA_CHLORO_00504	Ochrophytes	mag	2.064291804
TARA_CHLORO_00505	Ochrophytes	mag	10.35851508
TARA_CHLORO_00506	Ochrophytes	mag	165.2312923
TARA_CHLORO_00507	Ochrophytes	mag	123.5889674
TARA_CHLORO_00508	Ochrophytes	mag	40.8240919
TARA_CHLORO_00509	Ochrophytes	mag	191.4848062
TARA_CHLORO_00510	Ochrophytes	mag	254.6696329
TARA_CHLORO_00511	Ochrophytes	mag	380.7244779
TARA_CHLORO_00512	Ochrophytes	mag	875.0750964
TARA_CHLORO_00513	Ochrophytes	mag	692.5316682
TARA_CHLORO_00514	Chlorophytes	mag	3252.890749
TARA_CHLORO_00515	Ochrophytes	mag	75.50728085
TARA_CHLORO_00516	Haptophytes	mag	2285.88097
TARA_CHLORO_00517	Haptophytes	mag	161.1768433
TARA_CHLORO_00518	Haptophytes	mag	217.9687781
TARA_CHLORO_00519	Haptophytes	mag	76.91219555
TARA_CHLORO_00520	Prasinodermophytes	mag	167.5524749
TARA_CHLORO_00521	Haptophytes	mag	198.1580352
TARA_CHLORO_00522	Haptophytes	mag	324.4238909
TARA_CHLORO_00523	Ochrophytes	mag	1087.794801
TARA_CHLORO_00524	Ochrophytes	mag	126.3852857
TARA_CHLORO_00525	Ochrophytes	mag	203.7574887
TARA_CHLORO_00526	Ochrophytes	mag	79.70094727
TARA_CHLORO_00527	Chlorophytes	mag	89.77222425
TARA_CHLORO_00528	Ochrophytes	mag	216.3739613
TARA_CHLORO_00529	Ochrophytes	mag	51.05718407
TARA_CHLORO_00530	Ochrophytes	mag	77.01196134
TARA_CHLORO_00531	Ochrophytes	mag	386.0635268
TARA_CHLORO_00532	Ochrophytes	mag	122.9573513
TARA_CHLORO_00533	Ochrophytes	mag	272.1025645
TARA_CHLORO_00534	Ochrophytes	mag	1207.304112
TARA_CHLORO_00535	Ochrophytes	mag	470.5122212
TARA_CHLORO_00536	Ochrophytes	mag	35.80951195
TARA_CHLORO_00537	Ochrophytes	mag	175.203033
TARA_CHLORO_00538	Ochrophytes	mag	291.6152295
TARA_CHLORO_00539	Ochrophytes	mag	166.8755607
TARA_CHLORO_00540	Ochrophytes	mag	65.63229365
TARA_CHLORO_00541	Ochrophytes	mag	125.9015001
TARA_CHLORO_00542	Ochrophytes	mag	34.52361026
TARA_CHLORO_00543	Ochrophytes	mag	287.3317933
TARA_CHLORO_00544	Haptophytes	mag	412.7723891
TARA_CHLORO_00545	Dinophytes	mag	106.2656735
TARA_CHLORO_00546	Dinophytes	mag	45.7984887
TARA_CHLORO_00547	Dinophytes	mag	28.30358004
TARA_CHLORO_00549	Haptophytes	mag	109.5779871
TARA_CHLORO_00550	Haptophytes	mag	306.3026224
TARA_CHLORO_00551	Dinophytes	mag	36.26235407
TARA_CHLORO_00552	Haptophytes	mag	129.01489
TARA_CHLORO_00553	Haptophytes	mag	21.35875843
TARA_CHLORO_00554	Haptophytes	mag	53.80941928
TARA_CHLORO_00555	Ochrophytes	mag	39.10491694
TARA_CHLORO_00556	Dinophytes	mag	9.82322464
TARA_CHLORO_00557	Ochrophytes	mag	38.7963816
TARA_CHLORO_00558	Ochrophytes	mag	865.7689466
TARA_CHLORO_00559	Ochrophytes	mag	284.9980594
TARA_CHLORO_00560	Ochrophytes	mag	50.64050451
TARA_CHLORO_00561	Ochrophytes	mag	20.85959129
TARA_CHLORO_00562	Ochrophytes	mag	66.97021127
TARA_CHLORO_00563	Ochrophytes	mag	68.07141635
TARA_CHLORO_00566	Ochrophytes	mag	1031.172986
TARA_CHLORO_00567	Ochrophytes	mag	247.5557364
TARA_CHLORO_00568	Ochrophytes	mag	627.8035827
TARA_CHLORO_00569	Ochrophytes	mag	872.3744389
TARA_CHLORO_00570	Chlorophytes	mag	151.7401554
TARA_CHLORO_00572	Ochrophytes	mag	368.4258542
TARA_CHLORO_00573	Ochrophytes	mag	170.2926927
TARA_CHLORO_00574	Ochrophytes	mag	208.7310534
TARA_CHLORO_00575	Ochrophytes	mag	123.5528458
TARA_CHLORO_00576	Ochrophytes	mag	638.049261
TARA_CHLORO_00577	Ochrophytes	mag	8240.610571
TARA_CHLORO_00578	Ochrophytes	mag	295.9789676
TARA_CHLORO_00579	Ochrophytes	mag	99.41419946
TARA_CHLORO_00580	Ochrophytes	mag	141.9894867
TARA_CHLORO_00581	Ochrophytes	mag	87.46022956
TARA_CHLORO_00582	Ochrophytes	mag	188.2587438
TARA_CHLORO_00583	Ochrophytes	mag	586.1573566
TARA_CHLORO_00584	Ochrophytes	mag	54.82172508
TARA_CHLORO_00585	Ochrophytes	mag	441.4918413
TARA_CHLORO_00586	Ochrophytes	mag	76.57576544
TARA_CHLORO_00587	Ochrophytes	mag	2121.753686
TARA_CHLORO_00588	Ochrophytes	mag	6521.542792
TARA_CHLORO_00589	Ochrophytes	mag	510.7246352
TARA_CHLORO_00590	Chlorophytes	mag	20091.42
TARA_CHLORO_00591	Haptophytes	mag	266.8480708
TARA_CHLORO_00592	Ochrophytes	mag	134.8382877
TARA_CHLORO_00593	Haptophytes	mag	238.6736373
TARA_CHLORO_00594	Euglenophytes	mag	98.65663437
TARA_CHLORO_00595	Ochrophytes	mag	125.3673731
TARA_CHLORO_00596	Ochrophytes	mag	247.4193112
TARA_CHLORO_00597	Dinophytes	mag	19.57546267
TARA_CHLORO_00598	Ochrophytes	mag	67.32685832
TARA_CHLORO_00599	Ochrophytes	mag	246.1389609
TARA_CHLORO_00600	Haptophytes	mag	35.24882489
TARA_CHLORO_00601	Chlorophytes	mag	88.8509904
TARA_CHLORO_00602	Chlorophytes	mag	47.14649535
TARA_CHLORO_00603	Chlorophytes	mag	47.26139325
TARA_CHLORO_00604	Ochrophytes	mag	87.08293355
TARA_CHLORO_00605	Ochrophytes	mag	42.31058382
TARA_CHLORO_00607	Ochrophytes	mag	131.4828067
TARA_CHLORO_00608	Ochrophytes	mag	85.45852038
TARA_CHLORO_00609	Ochrophytes	mag	60.49562905
TARA_CHLORO_00610	Ochrophytes	mag	20.41501478
TARA_CHLORO_00611	Haptophytes	mag	34.84143931
TARA_CHLORO_00612	Ochrophytes	mag	78.65838362
TARA_CHLORO_00613	Haptophytes	mag	361.9029684
TARA_CHLORO_00614	Haptophytes	mag	60.35767202
TARA_CHLORO_00615	Haptophytes	mag	103.8549175
TARA_CHLORO_00616	Haptophytes	mag	76.32873827
TARA_CHLORO_00617	Haptophytes	mag	25.88909879
TARA_CHLORO_00618	Haptophytes	mag	98.10045546
TARA_CHLORO_00619	Haptophytes	mag	39.89392079
TARA_CHLORO_00620	Haptophytes	mag	44.53856887
TARA_CHLORO_00621	Ochrophytes	mag	86.05534251
TARA_CHLORO_00622	Ochrophytes	mag	85.9059634
TARA_CHLORO_00623	Haptophytes	mag	77.62547937
TARA_CHLORO_00624	Chlorophytes	mag	109.082466
TARA_CHLORO_00625	Ochrophytes	mag	465.1542532
TARA_CHLORO_00626	Ochrophytes	mag	637.6646485
TARA_CHLORO_00628	Ochrophytes	mag	48.13860055
TARA_CHLORO_00629	Ochrophytes	mag	195.3742415
TARA_CHLORO_00630	Ochrophytes	mag	48.98733493
TARA_CHLORO_00631	Ochrophytes	mag	113.4941744
TARA_CHLORO_00632	Ochrophytes	mag	281.5880173
TARA_CHLORO_00633	Ochrophytes	mag	110.8837884
TARA_CHLORO_00634	Ochrophytes	mag	314.4378845
TARA_CHLORO_00635	Ochrophytes	mag	80.43906484
TARA_CHLORO_00636	Ochrophytes	mag	253.2820428
TARA_CHLORO_00637	Ochrophytes	mag	411.9213224
TARA_CHLORO_00638	Ochrophytes	mag	29.03828648
TARA_CHLORO_00639	Ochrophytes	mag	105.761007
TARA_CHLORO_00641	Haptophytes	mag	27.60322738
TARA_CHLORO_00642	Ochrophytes	mag	250.9271829
TARA_CHLORO_00643	Ochrophytes	mag	13.71119047
TARA_CHLORO_00644	Ochrophytes	mag	28.27950419
TARA_CHLORO_00645	Ochrophytes	mag	16.28311173
TARA_CHLORO_00646	Ochrophytes	mag	59.06825468
TARA_CHLORO_00647	Chlorophytes	mag	13.19346912
TARA_CHLORO_00648	Ochrophytes	mag	12.45309959
TARA_CHLORO_00649	Ochrophytes	mag	31.29398816
TARA_CHLORO_00650	Ochrophytes	mag	4558.697479
TARA_CHLORO_00651	Euglenophytes	mag	8.277004128
TARA_CHLORO_00652	Ochrophytes	mag	397.7513705
TARA_CHLORO_00653	Chlorophytes	mag	2443.949795
TARA_CHLORO_00654	Prasinodermophytes	mag	27.85075449
TARA_CHLORO_00655	Ochrophytes	mag	108.676828
TARA_CHLORO_00657	Chlorarachniophytes	mag	62.29074
TARA_CHLORO_00658	Dinophytes	mag	46.53723744
TARA_CHLORO_00660	Dinophytes	mag	39.08229002
TARA_CHLORO_00661	Dinophytes	mag	17.13717411
TARA_CHLORO_00662	Dinophytes	mag	47.68054036
TARA_CHLORO_00663	Haptophytes	mag	63.36588066
TARA_CHLORO_00664	Haptophytes	mag	34.90242114
TARA_CHLORO_00666	Haptophytes	mag	396.5265629
TARA_CHLORO_00667	Ochrophytes	mag	2272.793541
TARA_CHLORO_00668	Ochrophytes	mag	77.07136246
TARA_CHLORO_00669	Ochrophytes	mag	86.59562862
TARA_CHLORO_00670	Ochrophytes	mag	37.35285509
TARA_CHLORO_00671	Ochrophytes	mag	629.4303422
TARA_CHLORO_00672	Ochrophytes	mag	19.66372652
TARA_CHLORO_00673	Ochrophytes	mag	882.4132536
TARA_CHLORO_00674	Ochrophytes	mag	668.3778266
TARA_CHLORO_00675	Ochrophytes	mag	3446.82837
TARA_CHLORO_00676	Ochrophytes	mag	463.490502
TARA_CHLORO_00677	Ochrophytes	mag	225.0244064
TARA_CHLORO_00678	Ochrophytes	mag	2914.948137
TARA_CHLORO_00679	Ochrophytes	mag	312.4918267
TARA_CHLORO_00680	Ochrophytes	mag	2161.49074
TARA_CHLORO_00681	Ochrophytes	mag	1874.430351
TARA_CHLORO_00682	Ochrophytes	mag	340.3485094
TARA_CHLORO_00683	Ochrophytes	mag	337.6508921
TARA_CHLORO_00684	Ochrophytes	mag	106.6690839
TARA_CHLORO_00685	Ochrophytes	mag	456.6723957
TARA_CHLORO_00686	Ochrophytes	mag	2004.558247
TARA_CHLORO_00687	Ochrophytes	mag	52.92832148
TARA_CHLORO_00688	Ochrophytes	mag	40.01978259
TARA_CHLORO_00689	Ochrophytes	mag	31.1280926
TARA_CHLORO_00690	Ochrophytes	mag	188.482196
TARA_CHLORO_00691	Ochrophytes	mag	110.0273358
TARA_CHLORO_00692	Ochrophytes	mag	324.2359946
TARA_CHLORO_00693	Ochrophytes	mag	1332.467223
TARA_CHLORO_00694	Ochrophytes	mag	2202.926257
TARA_CHLORO_00695	Ochrophytes	mag	2851.385026
TARA_CHLORO_00696	Ochrophytes	mag	17437.28512
TARA_CHLORO_00697	Ochrophytes	mag	2309.469309
TARA_CHLORO_00698	Haptophytes	mag	8375.44936
TARA_CHLORO_00699	Haptophytes	mag	352.3109345
TARA_CHLORO_00700	Ochrophytes	mag	510.6444611
TARA_CHLORO_00701	Haptophytes	mag	347.5291616
TARA_CHLORO_00702	Ochrophytes	mag	24.82041174
TARA_CHLORO_00703	Euglenophytes	mag	130.2152129
TARA_CHLORO_00704	Chlorophytes	mag	21253.09036
TARA_CHLORO_00705	Cryptophytes	mag	123.2431247
taxo_Alveolata-Colpodellids-Chromeraceae-Chromera-velia-accession_NC-014340	Colpodellida	ref	0
taxo_Alveolata-Colpodellids-Vitrella-brassicaformis-accession_NC-014345	Colpodellida	ref	0
taxo_Alveolata-Dinophyceae-Gymnodiniales-Lepidodinium-chlorophorum-accession_NC-027093	Dinophytes	ref	6.476239374
taxo_Alveolata-Dinophyceae-Peridiniales-Durinskia-baltica-accession_GU591327	Dinophytes	ref	0
taxo_Alveolata-Dinophyceae-Peridiniales-Kryptoperidinium-foliaceum-accession_GU591328	Dinophytes	ref	0
taxo_Alveolata-Dinophyceae-sp-MGD-accession_LC716140	Dinophytes	ref	0
taxo_Alveolata-Dinophyceae-sp-TGD-accession_LC716139	Dinophytes	ref	21.42897859
taxo_Cryptophyceae-Cryptomonadales-Cryptomonas-curvata-accession_NC-035720	Cryptophytes	ref	0
taxo_Cryptophyceae-Cryptomonadales-Cryptomonas-paramecium-accession_NC-013703	Cryptophytes	ref	0
taxo_Cryptophyceae-Cryptomonadales-Bafinella-frigidus-accession_MK798155	Cryptophytes	ref	57.66008419
taxo_Cryptophyceae-Pyrenomonadales-Chroomonas-mesostigmatica-accession_KY860574	Cryptophytes	ref	0
taxo_Cryptophyceae-Pyrenomonadales-Guillardia-theta-accession_KT428890	Cryptophytes	ref	78.61438735
taxo_Cryptophyceae-Pyrenomonadales-Guillardia-theta-accession_NC-000926	Cryptophytes	ref	0
taxo_Cryptophyceae-Pyrenomonadales-Rhodomonas-salina-accession_NC-009573	Cryptophytes	ref	0
taxo_Cryptophyceae-Pyrenomonadales-Storeatula-sp-accession_KY856940	Cryptophytes	ref	0
taxo_Cryptophyceae-Pyrenomonadales-Teleaulax-amphioxeia-accession_NC-027589	Cryptophytes	ref	4159.505063
taxo_Euglenophytes-Euglenales-Euglena-viridis-accession_NC-020460	Euglenophytes	ref	0
taxo_Euglenophytes-Euglenales-Phacus-inflexus-accession_NC-039967	Euglenophytes	ref	0
taxo_Euglenophytes-Eutreptiales-Eutreptiella-gymnastica-accession_NC-017754	Euglenophytes	ref	104.8587463
taxo_Eukaryota-Viridiplantae-Prasinodermophytes-prasinophyte-sp-MBIC10622-accession_KJ746602	Prasinodermophytes	ref	3.145105836
taxo_Glaucocystophyceae-Cyanophora-biloba-accession_NC-038216	Glaucophytes	ref	0
taxo_Glaucocystophyceae-Cyanophora-paradoxa-accession_NC-001675	Glaucophytes	ref	0
taxo_Glaucocystophyceae-Cyanophora-sudae-accession_NC-038215	Glaucophytes	ref	0
taxo_Glaucocystophyceae-Cyanoptyche-gloeocystis-accession_MF167427	Glaucophytes	ref	0
taxo_Glaucocystophyceae-Glaucocystis-incrassata-accession_NC-040152	Glaucophytes	ref	0
taxo_Glaucocystophyceae-Glaucocystis-sp-BBH-accession_MF167424	Glaucophytes	ref	0
taxo_Glaucocystophyceae-Gloeochaete-wittrockiana-accession_NC-040153	Glaucophytes	ref	0
taxo_Haptophytes-Rappephyceae-Pavlomulina-ranunculiformis-accession_LC564893	Haptophytes	ref	7.254796896
taxo_Haptophytes-Pavlovales-Pavlovaceae-Diacronema-lutheri-accession_NC-020371	Haptophytes	ref	1.399009246
taxo_Haptophytes-Prymnesiophyceae-Isochrysidales-Isochrysis-galbana-accession_NC-049168	Haptophytes	ref	0
taxo_Haptophytes-Prymnesiophyceae-Isochrysidales-Tisochrysis-lutea-accession_NC-040291	Haptophytes	ref	0
taxo_Haptophytes-Prymnesiophyceae-Phaeocystales-Phaeocystis-antarctica-accession_NC-016703	Haptophytes	ref	16068.24145
taxo_Haptophytes-Prymnesiophyceae-Phaeocystales-Phaeocystis-globosa-accession_MT471323	Haptophytes	ref	4129.007385
taxo_Haptophytes-Prymnesiophyceae-Prymnesiales-Chrysochromulina-parva-accession_NC-036937	Haptophytes	ref	54.10565442
taxo_Haptophytes-Prymnesiophyceae-Prymnesiales-Chrysochromulina-tobinii-accession_KJ201907	Haptophytes	ref	244.9523814
taxo_Haptophytes-Prymnesiophyceae-Isochrysidales-Gephyrocapsa-huxleyi-accession_NC-007288	Haptophytes	ref	8489.7962282426
taxo_Rhizaria-Cercozoa-Chlorarachniophytes-Bigelowiella-natans-accession_NC-008408	Chlorarachniophytes	ref	35.15287858
taxo_Rhizaria-Cercozoa-Chlorarachniophytes-Lotharella-vacuolata-accession_NC-029743	Chlorarachniophytes	ref	0
taxo_Rhizaria-Cercozoa-Imbricatea-Silicofilosea-Euglyphida-Paulinella-micropora-accession_NC-039737	Euglyphida	ref	0
taxo_Rhodophytes-Bangiophyceae-Bangiales-Bangiaceae-Porphyra-purpurea-accession_NC-000925	Rhodophytes	ref	0
taxo_Rhodophytes-Bangiophyceae-Porphyridiales-Flintiella-sanguinaria-accession_KY709211	Rhodophytes	ref	0
taxo_Rhodophytes-Bangiophyceae-Porphyridiales-Porphyridium-sordidum-accession_NC-031175	Rhodophytes	ref	0
taxo_Rhodophytes-Compsopogonophyceae-Compsopogonales-Boldia-erythrosiphon-accession_NC-034776	Rhodophytes	ref	0
taxo_Rhodophytes-Compsopogonophyceae-Compsopogonales-Compsopogon-caeruleus-accession_NC-035350	Rhodophytes	ref	0
taxo_Rhodophytes-Compsopogonophyceae-Erythropeltidales-Erythrotrichia-carnea-accession_NC-031176	Rhodophytes	ref	0
taxo_Rhodophytes-Cyanidiales-Cyanidiaceae-Cyanidiococcus-yangmingshanensis-accession_NC-051883	Rhodophytes	ref	0
taxo_Rhodophytes-Cyanidiales-Cyanidiaceae-Cyanidioschyzon-merolae-accession_NC-004799	Rhodophytes	ref	0
taxo_Rhodophytes-Cyanidiales-Cyanidiaceae-Cyanidium-caldarium-accession_NC-001840	Rhodophytes	ref	0
taxo_Rhodophytes-Cyanidiales-Galdieriaceae-Galdieria-sulphuraria-accession_KJ700459	Rhodophytes	ref	0
taxo_Rhodophytes-Florideophyceae-Corallinophycidae-Calliarthron-tuberculosum-accession_NC-021075	Rhodophytes	ref	0
taxo_Rhodophytes-Florideophyceae-Nemaliophycidae-Balbiania-investiens-accession_NC-042171	Rhodophytes	ref	0
taxo_Rhodophytes-Florideophyceae-Nemaliophycidae-Liagoropsis-maxima-accession_NC-031662	Rhodophytes	ref	0
taxo_Rhodophytes-Florideophyceae-Rhodymeniophycidae-Chondrus-crispus-accession_NC-020795	Rhodophytes	ref	0
taxo_Rhodophytes-Florideophyceae-Rhodymeniophycidae-Crassiphycus-corneus-accession_NC-058658	Rhodophytes	ref	0
taxo_Rhodophytes-Florideophyceae-Rhodymeniophycidae-Gelidium-coulteri-accession_NC-041173	Rhodophytes	ref	0
taxo_Rhodophytes-Florideophyceae-Rhodymeniophycidae-Gracilaria-changii-accession_NC-038051	Rhodophytes	ref	0
taxo_Rhodophytes-Florideophyceae-Rhodymeniophycidae-Rhodomelaceae-Thaumatella-adunca-accession_NC-035291	Rhodophytes	ref	0
taxo_Rhodophytes-Florideophyceae-Rhodymeniophycidae-Spyridia-filamentosa-accession_NC-035285	Rhodophytes	ref	0
taxo_Rhodophytes-Florideophyceae-Rhodymeniophycidae-Vertebrata-lanosa-accession_NC-026523	Rhodophytes	ref	0
taxo_Rhodophytes-Rhodellophyceae-Dixoniellales-Bulboplastis-apyrenoidosa-accession_NC-034787	Rhodophytes	ref	0
taxo_Rhodophytes-Rhodellophyceae-Rhodellales-Corynoplastis-japonica-accession_KY709210	Rhodophytes	ref	0
taxo_Rhodophytes-Stylonematophyceae-Bangiopsis-subsimplex-accession_NC-031173	Rhodophytes	ref	0
taxo_Rhodophytes-Stylonematophyceae-Goniotrichopsis-reniformis-accession_NC-062382	Rhodophytes	ref	0
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Bacillariophyceae-Bacillaria-paxillifer-accession_NC-061049	Ochrophytes	ref	42.70354712
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Bacillariophyceae-Cylindrotheca-closterium-accession_KC509522	Ochrophytes	ref	0
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Bacillariophyceae-Entomoneidaceae-Entomoneis-sp-accession_NC-038001	Ochrophytes	ref	17.04138264
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Bacillariophyceae-Eunotia-naegelii-accession_KF733443	Ochrophytes	ref	0
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Bacillariophyceae-Fistulifera-solaris-accession_NC-015403	Ochrophytes	ref	0
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Bacillariophyceae-Fragilariopsis-cylindrus-accession_NC-045244	Ochrophytes	ref	2847.640722
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Bacillariophyceae-Halamphora-americana-accession_NC-044463	Ochrophytes	ref	3.415745943
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Bacillariophyceae-Haslea-silbo-accession_MW645082	Ochrophytes	ref	2.942068694
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Bacillariophyceae-Navicula-veneta-accession_NC-056794	Ochrophytes	ref	8.645310055
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Bacillariophyceae-Nitzschia-palea-accession_AP018511	Ochrophytes	ref	0
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Bacillariophyceae-Nitzschia-supralitorea-accession_NC-056787	Ochrophytes	ref	0
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Bacillariophyceae-Psammodictyon-constrictum-accession_NC-061048	Ochrophytes	ref	31.39630675
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Bacillariophyceae-Pseudo-nitzschia-americana-accession_NC-058782	Ochrophytes	ref	700.9297616
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Bacillariophyceae-Pseudo-nitzschia-cuspidata-accession_NC-058785	Ochrophytes	ref	2139.982396
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Coscinodiscophyceae-Acanthoceras-zachariasii-accession_NC-038009	Ochrophytes	ref	0
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Coscinodiscophyceae-Actinocyclus-subtilis-accession_NC-038000	Ochrophytes	ref	6.776863667
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Coscinodiscophyceae-Chaetoceros-curvisetus-accession_MW845780	Ochrophytes	ref	155.8390232
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Coscinodiscophyceae-Chaetoceros-laevisporus-accession_MW845779	Ochrophytes	ref	2035.700556
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Coscinodiscophyceae-Chaetoceros-simplex-accession_NC-025310	Ochrophytes	ref	89.35530101
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Coscinodiscophyceae-Chaetoceros-socialis-accession_MW845776	Ochrophytes	ref	1841.072632
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Coscinodiscophyceae-Coscinodiscus-wailesii-accession_MW561224	Ochrophytes	ref	0
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Coscinodiscophyceae-Guinardia-striata-accession_NC-037998	Ochrophytes	ref	732.8852511
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Coscinodiscophyceae-Leptocylindrus-danicus-accession_NC-024084	Ochrophytes	ref	1563.654485
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Coscinodiscophyceae-Proboscia-sp-accession_MG755791	Ochrophytes	ref	157.2760165
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Coscinodiscophyceae-Rhizosolenia-fallax-accession_NC-038003	Ochrophytes	ref	267.5742359
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Coscinodiscophyceae-Rhizosolenia-imbricata-accession_NC-025311	Ochrophytes	ref	96.38730613
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Coscinodiscophyceae-Rhizosolenia-setigera-accession_NC-037996	Ochrophytes	ref	106.3725446
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Coscinodiscophyceae-Roundia-cardiophora-accession_NC-025312	Ochrophytes	ref	0
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Coscinodiscophyceae-Skeletonema-grevillei-accession_NC-058705	Ochrophytes	ref	1294.405397
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Coscinodiscophyceae-Thalassiosira-nordenskioeldii-accession_NC-058877	Ochrophytes	ref	3422.888649
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Fragilariophyceae-Asterionella-formosa-accession_KC509519	Ochrophytes	ref	0
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Fragilariophyceae-Asterionellopsis-glacialis-accession_NC-024080	Ochrophytes	ref	0
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Fragilariophyceae-Fragilariophycidae-Ulnaria-acus-accession_JQ088178	Ochrophytes	ref	0
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Fragilariophyceae-Thalassionema-bacillare-accession_NC-060857	Ochrophytes	ref	91.5316313
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Fragilariophyceae-Thalassionema-frauenfeldii-accession_NC-060858	Ochrophytes	ref	41.48620835
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Mediophyceae-Eucampia-zodiacus-accession_NC-057645	Ochrophytes	ref	633.3557537
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Mediophyceae-Eunotogramma-sp-accession_MG755797	Ochrophytes	ref	0
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Mediophyceae-Plagiogrammopsis-vanheurckii-accession_NC-037997	Ochrophytes	ref	0
taxo_Stramenopiles-Ochrophytes-Bacillariophyta-Mediophyceae-Psammoneis-obaidii-accession_NC-038004	Ochrophytes	ref	0
taxo_Stramenopiles-Ochrophytes-Bolidophyceae-Parmales-Triparma-laevis-accession_NC-027746	Ochrophytes	ref	51.54257364
taxo_Stramenopiles-Ochrophytes-Chrysophyceae-Ochromonas-sp-CCMP1393-accession_KJ877675	Ochrophytes	ref	4.783243653
taxo_Stramenopiles-Ochrophytes-Dictyochophyceae-Octactis-speculum-accession_NC-043929	Ochrophytes	ref	394.6337011
taxo_Stramenopiles-Ochrophytes-Dictyochophyceae-Florenciella-parvula-accession_NC-044407	Ochrophytes	ref	1678.150057
taxo_Stramenopiles-Ochrophytes-Dictyochophyceae-Pseudopedinella-elastica-accession_NC-044408	Ochrophytes	ref	212.5454173
taxo_Stramenopiles-Ochrophytes-Dictyochophyceae-Rhizochromulina-marina-accession_NC-043890	Ochrophytes	ref	0
taxo_Stramenopiles-Ochrophytes-Eustigmatophyceae-Characiopsis-acuta-accession_NC-040294	Ochrophytes	ref	0
taxo_Stramenopiles-Ochrophytes-Eustigmatophyceae-Microchloropsis-gaditana-accession_KC598084	Ochrophytes	ref	0
taxo_Stramenopiles-Ochrophytes-Eustigmatophyceae-sp-accession_NC-040296	Ochrophytes	ref	0
taxo_Stramenopiles-Ochrophytes-Eustigmatophyceae-Trachydiscus-minutus-accession_NC-026851	Ochrophytes	ref	0
taxo_Stramenopiles-Ochrophytes-Pelagophyceae-Aureococcus-anophagefferens-accession_NC-012898	Ochrophytes	ref	1111.259411
taxo_Stramenopiles-Ochrophytes-Pelagophyceae-Aureoumbra-lagunensis-accession_NC-012903	Ochrophytes	ref	0
taxo_Stramenopiles-Ochrophytes-Pelagophyceae-uncultured-Pelagomonas-accession_JX297813	Ochrophytes	ref	23411.21441
taxo_Stramenopiles-Ochrophytes-Phaeophyceae-Dictyopteris-divaricata-accession_NC-036804	Ochrophytes	ref	0
taxo_Stramenopiles-Ochrophytes-Phaeophyceae-Fucus-vesiculosus-accession_NC-016735	Ochrophytes	ref	0
taxo_Stramenopiles-Ochrophytes-Phaeophyceae-Ishige-okamurae-accession_NC-058314	Ochrophytes	ref	0
taxo_Stramenopiles-Ochrophytes-Phaeophyceae-Laminaria-digitata-accession_NC-044689	Ochrophytes	ref	0
taxo_Stramenopiles-Ochrophytes-Raphidophyceae-Chattonellales-Vacuolariaceae-Vacuolaria-virescens-accession_MK674494	Ochrophytes	ref	0
taxo_Stramenopiles-Ochrophytes-Schizocladia-ischiensis-accession_NC-053868	Ochrophytes	ref	0
taxo_Stramenopiles-Ochrophytes-Synurophyceae-Mallomonas-splendens-accession_NC-040135	Ochrophytes	ref	0
taxo_Stramenopiles-Ochrophytes-Synurophyceae-Poterioochromonas-malhamensis-accession_NC-056910	Ochrophytes	ref	28.04126998
